,Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,localization_site
583,M101_YEAST,0.5,0.49,0.59,0.47,0.5,0.0,0.49,0.36,MIT
584,MGMT_YEAST,0.54,0.52,0.54,0.2,0.5,0.0,0.55,0.25,NUC
585,MIF2_YEAST,0.37,0.31,0.53,0.16,0.5,0.0,0.53,0.44,NUC
586,MIG1_YEAST,0.43,0.39,0.59,0.13,0.5,0.0,0.41,0.43,NUC
587,DPOG_YEAST,0.48,0.47,0.54,0.55,0.5,0.0,0.51,0.65,MIT
588,MPCP_YEAST,0.6,0.59,0.45,0.23,0.5,0.0,0.55,0.22,MIT
589,C1TM_YEAST,0.45,0.73,0.47,0.65,0.5,0.0,0.54,0.43,MIT
590,MLH1_YEAST,0.66,0.54,0.49,0.16,0.5,0.0,0.54,0.36,NUC
591,MLP1_YEAST,0.46,0.55,0.61,0.13,0.5,0.0,0.47,0.22,CYT
592,MASY_YEAST,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22,POX
593,MNN1_YEAST,0.66,0.66,0.32,0.54,0.5,0.0,0.51,0.22,ME2
594,MNN9_YEAST,0.74,0.56,0.35,0.36,0.5,0.0,0.51,0.25,ME2
595,MNS1_YEAST,0.89,0.52,0.41,0.26,0.5,0.0,0.52,0.31,ME2
596,MOD5_YEAST,0.67,0.51,0.54,0.21,0.5,0.0,0.43,0.3,MIT
597,MOT1_YEAST,0.58,0.46,0.46,0.34,0.5,0.0,0.5,0.43,NUC
598,MPI1_YEAST,0.4,0.68,0.5,0.82,0.5,0.0,0.44,0.36,MIT
599,MPI2_YEAST,0.59,0.57,0.43,0.26,0.5,0.0,0.51,0.22,MIT
600,MR11_YEAST,0.39,0.3,0.56,0.12,0.5,0.0,0.53,0.38,NUC
601,RF1M_YEAST,0.6,0.62,0.54,0.4,0.5,0.0,0.5,0.22,MIT
602,RT01_YEAST,0.36,0.4,0.53,0.48,0.5,0.0,0.48,0.22,MIT
603,RT13_YEAST,0.51,0.42,0.56,0.38,0.5,0.0,0.46,0.22,MIT
604,RT17_YEAST,0.41,0.54,0.58,0.2,0.5,0.0,0.52,0.22,MIT
605,RT02_YEAST,0.57,0.4,0.62,0.3,0.5,0.0,0.48,0.11,MIT
606,RM41_YEAST,0.52,0.5,0.59,0.31,0.5,0.0,0.5,0.22,MIT
607,RT04_YEAST,0.42,0.53,0.53,0.64,0.5,0.0,0.47,0.22,MIT
608,RM49_YEAST,0.5,0.46,0.64,0.36,0.5,0.0,0.49,0.22,MIT
609,RM02_YEAST,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,MIT
610,RT08_YEAST,0.45,0.38,0.64,0.14,0.5,0.0,0.54,0.22,MIT
611,RM13_YEAST,0.6,0.57,0.64,0.52,0.5,0.0,0.47,0.28,MIT
612,RM16_YEAST,0.53,0.42,0.58,0.29,0.5,0.0,0.5,0.22,MIT
613,RM20_YEAST,0.41,0.52,0.53,0.41,0.5,0.0,0.39,0.33,MIT
614,RM25_YEAST,0.45,0.43,0.63,0.4,0.5,0.0,0.59,0.11,MIT
615,RM27_YEAST,0.44,0.44,0.67,0.35,0.5,0.0,0.48,0.26,MIT
616,RM31_YEAST,0.58,0.52,0.61,0.33,0.5,0.0,0.38,0.11,MIT
617,RM32_YEAST,0.57,0.61,0.55,0.27,0.5,0.0,0.44,0.21,MIT
618,RM33_YEAST,0.57,0.58,0.58,0.35,0.5,0.0,0.49,0.22,MIT
619,RM36_YEAST,0.64,0.64,0.56,0.21,0.5,0.0,0.5,0.22,MIT
620,RM37_YEAST,0.56,0.5,0.61,0.49,0.5,0.0,0.46,0.28,MIT
621,RM38_YEAST,0.6,0.46,0.59,0.16,0.5,0.0,0.49,0.22,MIT
622,RM04_YEAST,0.36,0.38,0.56,0.44,0.5,0.0,0.48,0.22,MIT
623,RM44_YEAST,0.53,0.52,0.61,0.35,0.5,0.0,0.5,0.22,MIT
624,RM06_YEAST,0.62,0.59,0.54,0.47,0.5,0.0,0.46,0.22,MIT
625,RM08_YEAST,0.55,0.5,0.6,0.31,0.5,0.0,0.46,0.27,MIT
626,RM09_YEAST,0.58,0.53,0.57,0.46,0.5,0.0,0.51,0.27,MIT
627,RT28_YEAST,0.65,0.53,0.55,0.52,0.5,0.0,0.47,0.27,MIT
628,RT05_YEAST,0.38,0.54,0.54,0.41,0.5,0.0,0.51,0.22,MIT
629,RT09_YEAST,0.58,0.53,0.5,0.53,0.5,0.0,0.47,0.31,MIT
630,MRS1_YEAST,0.61,0.46,0.51,0.37,0.5,0.0,0.51,0.22,MIT
631,MRS2_YEAST,0.55,0.59,0.47,0.64,0.5,0.0,0.54,0.33,MIT
632,MRS3_YEAST,0.54,0.64,0.5,0.13,0.5,0.0,0.49,0.22,MIT
633,MRS4_YEAST,0.4,0.74,0.49,0.16,0.5,0.0,0.51,0.22,MIT
634,MSB2_YEAST,0.76,0.76,0.35,0.27,0.5,0.0,0.44,0.22,ME1
635,SYDM_YEAST,0.51,0.56,0.51,0.42,0.5,0.0,0.53,0.36,MIT
636,SYFM_YEAST,0.43,0.32,0.5,0.29,0.5,0.0,0.5,0.22,MIT
637,MSH1_YEAST,0.49,0.44,0.45,0.55,0.5,0.0,0.48,0.22,MIT
638,MSH2_YEAST,0.32,0.45,0.44,0.2,0.5,0.0,0.55,0.33,NUC
639,MSH3_YEAST,0.51,0.6,0.51,0.26,0.5,0.0,0.54,0.22,NUC
640,MSH4_YEAST,0.49,0.46,0.42,0.46,0.5,0.0,0.55,0.22,NUC
641,SYKM_YEAST,0.5,0.56,0.49,0.61,0.5,0.0,0.5,0.22,MIT
642,SYMM_YEAST,0.51,0.48,0.51,0.43,0.5,0.0,0.49,0.22,MIT
643,MSN1_YEAST,0.52,0.38,0.62,0.12,0.5,0.0,0.41,0.28,NUC
644,MSN2_YEAST,0.53,0.4,0.57,0.12,0.5,0.0,0.53,0.32,NUC
645,MSN4_YEAST,0.51,0.56,0.62,0.24,0.5,0.0,0.52,0.51,NUC
646,MSP1_YEAST,0.63,0.6,0.5,0.27,0.5,0.0,0.55,0.22,MIT
647,SYR_YEAST,0.46,0.44,0.53,0.31,0.5,0.0,0.48,0.22,MIT
648,MSS1_YEAST,0.58,0.57,0.54,0.69,0.5,0.0,0.54,0.22,MIT
649,MS16_YEAST,0.61,0.59,0.47,0.49,0.5,0.0,0.54,0.22,MIT
650,MS18_YEAST,0.63,0.47,0.56,0.12,0.5,0.0,0.5,0.22,MIT
651,MS51_YEAST,0.55,0.53,0.54,0.4,0.5,0.0,0.48,0.22,MIT
652,SYTM_YEAST,0.41,0.47,0.58,0.62,0.5,0.0,0.5,0.22,MIT
653,SYWM_YEAST,0.44,0.53,0.53,0.37,0.5,0.0,0.51,0.22,MIT
654,MTD1_YEAST,0.57,0.4,0.48,0.24,0.5,0.0,0.55,0.22,CYT
655,MTF1_YEAST,0.46,0.46,0.56,0.12,0.5,0.0,0.55,0.22,MIT
656,RU1A_YEAST,0.47,0.46,0.55,0.28,0.5,0.0,0.44,0.46,NUC
657,YKH4_YEAST,0.39,0.35,0.49,0.17,0.5,0.0,0.49,0.22,NUC
658,MYS1_YEAST,0.58,0.38,0.4,0.21,0.5,0.0,0.5,0.22,CYT
659,MYS2_YEAST,0.53,0.41,0.5,0.24,1.0,0.0,0.47,0.22,CYT
660,MYS4_YEAST,0.43,0.4,0.5,0.18,0.5,0.0,0.5,0.28,CYT
661,YN19_YEAST,0.41,0.59,0.46,0.19,0.5,0.0,0.36,0.22,EXC
662,YN46_YEAST,0.58,0.56,0.52,0.25,0.5,0.0,0.57,0.35,NUC
663,YN70_YEAST,0.51,0.65,0.53,0.19,0.5,0.0,0.49,0.22,EXC
664,YN94_YEAST,0.81,0.79,0.32,0.37,0.5,0.0,0.41,0.22,ME1
665,YNE2_YEAST,0.44,0.41,0.29,0.21,0.5,0.0,0.49,0.22,ME3
666,NAB1_YEAST,0.49,0.6,0.55,0.17,0.5,0.0,0.44,0.22,CYT
667,NAB2_YEAST,0.56,0.63,0.52,0.2,0.5,0.0,0.34,0.26,NUC
668,NAB3_YEAST,0.42,0.28,0.57,0.18,0.5,0.0,0.42,0.22,NUC
669,NAM1_YEAST,0.51,0.46,0.54,0.41,0.5,0.0,0.53,0.22,MIT
670,SYLM_YEAST,0.6,0.51,0.52,0.45,0.5,0.0,0.5,0.27,MIT
671,NAM7_YEAST,0.37,0.41,0.45,0.14,0.5,0.0,0.47,0.22,CYT
672,NAM9_YEAST,0.37,0.51,0.57,0.4,0.5,0.0,0.48,0.27,MIT
673,NAP1_YEAST,0.36,0.39,0.55,0.26,0.5,0.0,0.49,0.22,NUC
674,NAT1_YEAST,0.5,0.36,0.53,0.41,0.5,0.0,0.55,0.36,CYT
675,NAT2_YEAST,0.59,0.58,0.39,0.52,0.5,0.0,0.5,0.31,CYT
676,NCPR_YEAST,0.78,0.63,0.53,0.13,0.5,0.0,0.54,0.22,ME2
677,NDC1_YEAST,0.47,0.59,0.37,0.31,0.5,0.0,0.51,0.36,NUC
678,CB31_YEAST,0.48,0.62,0.52,0.3,0.5,0.0,0.51,0.37,NUC
679,NDI1_YEAST,0.53,0.61,0.51,0.49,0.5,0.0,0.54,0.27,MIT
680,NFS1_YEAST,0.48,0.54,0.53,0.6,0.5,0.0,0.53,0.31,NUC
681,ADA3_YEAST,0.33,0.46,0.53,0.29,0.5,0.0,0.5,0.55,NUC
682,NHP2_YEAST,0.36,0.44,0.51,0.17,0.5,0.0,0.6,0.19,NUC
683,NHPA_YEAST,0.39,0.34,0.68,0.3,0.5,0.0,0.5,0.29,NUC
684,NHPB_YEAST,0.11,0.41,0.67,0.13,0.5,0.0,0.45,0.29,NUC
685,NI96_YEAST,0.4,0.53,0.44,0.18,0.5,0.0,0.54,0.31,NUC
686,NIN1_YEAST,0.47,0.5,0.55,0.19,0.5,0.0,0.62,0.22,CYT
687,NIP1_YEAST,0.35,0.5,0.44,0.27,0.5,0.0,0.51,0.22,CYT
688,NMD2_YEAST,0.36,0.3,0.5,0.19,0.5,0.0,0.55,0.3,NUC
689,NMT_YEAST,0.49,0.44,0.51,0.18,0.5,0.0,0.52,0.27,CYT
690,FBRL_YEAST,0.35,0.44,0.54,0.26,0.5,0.0,0.52,0.26,NUC
691,NOP2_YEAST,0.43,0.28,0.53,0.34,0.5,0.0,0.55,0.57,NUC
692,NOP4_YEAST,0.33,0.48,0.55,0.16,0.5,0.0,0.53,0.75,NUC
693,NOT3_YEAST,0.45,0.21,0.49,0.24,0.5,0.0,0.46,0.31,NUC
694,NOP3_YEAST,0.44,0.34,0.61,0.13,0.5,0.0,0.49,0.26,NUC
695,NSP1_YEAST,0.87,0.47,0.6,0.47,0.5,0.0,0.59,0.22,NUC
696,NSR1_YEAST,0.3,0.55,0.58,0.16,0.5,0.0,0.61,0.28,NUC
697,TREA_YEAST,0.29,0.34,0.55,0.24,0.5,0.0,0.51,0.22,CYT
698,NUC1_YEAST,0.75,0.67,0.51,0.29,0.5,0.0,0.52,0.36,MIT
699,RNC1_YEAST,0.47,0.47,0.5,0.15,0.5,0.0,0.5,0.48,NUC
700,NUF1_YEAST,0.51,0.34,0.49,0.16,0.5,0.0,0.53,0.21,NUC
701,NUF2_YEAST,0.64,0.76,0.51,0.18,0.5,0.0,0.46,0.22,NUC
702,NUP1_YEAST,0.45,0.41,0.58,0.48,0.5,0.0,0.53,0.64,NUC
703,N100_YEAST,0.9,0.54,0.59,0.2,0.5,0.0,0.48,0.22,NUC
704,N116_YEAST,0.88,0.59,0.54,0.39,0.5,0.0,0.41,0.3,NUC
705,YK62_YEAST,0.7,0.51,0.47,0.24,0.5,0.0,0.53,0.25,NUC
706,NUP2_YEAST,0.25,0.36,0.58,0.3,0.5,0.0,0.58,0.31,NUC
707,NU49_YEAST,0.69,0.62,0.49,0.0,1.0,0.0,0.47,0.22,NUC
708,OCH1_YEAST,0.83,0.57,0.42,0.57,0.5,0.0,0.5,0.32,ME2
709,ACO1_YEAST,0.43,0.38,0.38,0.12,0.5,0.0,0.5,0.22,ME2
710,ATP9_YEAST,0.78,0.65,0.4,0.16,0.5,0.0,0.63,0.22,MIT
711,ATP6_YEAST,0.52,0.64,0.34,0.16,0.5,0.0,0.57,0.22,MIT
712,OM45_YEAST,0.75,0.66,0.64,0.39,0.5,0.0,0.46,0.32,MIT
713,PORI_YEAST,0.41,0.49,0.58,0.22,0.5,0.0,0.52,0.22,MIT
714,OPI1_YEAST,0.58,0.51,0.56,0.16,0.5,0.0,0.34,0.22,NUC
715,PEM2_YEAST,0.48,0.49,0.45,0.23,0.5,0.0,0.51,0.22,ME3
716,ORC2_YEAST,0.39,0.42,0.49,0.1,0.5,0.0,0.49,0.65,NUC
717,YHR8_YEAST,0.31,0.42,0.48,0.17,0.5,0.0,0.49,0.53,NUC
718,YM38_YEAST,0.39,0.28,0.54,0.14,0.5,0.0,0.59,0.22,MIT
719,YINO_YEAST,0.76,0.67,0.37,0.22,0.5,0.0,0.54,0.22,ME2
720,YDA2_YEAST,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,POX
721,PABP_YEAST,0.28,0.48,0.56,0.16,0.5,0.0,0.48,0.26,CYT
722,PAN1_YEAST,0.69,0.39,0.52,0.12,0.5,0.0,0.38,0.35,CYT
723,PAP_YEAST,0.64,0.52,0.5,0.26,0.5,0.0,0.51,0.31,NUC
724,PAS1_YEAST,0.56,0.48,0.5,0.3,0.5,0.0,0.51,0.22,CYT
725,PTSR_YEAST,0.5,0.5,0.54,0.16,0.5,0.0,0.49,0.22,POX
726,UBCX_YEAST,0.47,0.43,0.59,0.27,0.5,0.0,0.55,0.22,POX
727,PAS3_YEAST,0.68,0.59,0.44,0.49,0.5,0.0,0.4,0.26,POX
728,PAS7_YEAST,0.5,0.51,0.57,0.27,0.5,0.0,0.48,0.22,POX
729,IPB2_YEAST,0.45,0.46,0.61,0.2,0.5,0.0,0.62,0.22,CYT
730,ATC2_YEAST,0.53,0.51,0.36,0.13,0.5,0.0,0.52,0.22,ME3
731,ODPA_YEAST,0.6,0.54,0.54,0.53,0.5,0.0,0.52,0.27,MIT
732,ODPB_YEAST,0.49,0.52,0.53,0.7,0.5,0.0,0.51,0.22,MIT
733,DCP1_YEAST,0.49,0.45,0.53,0.16,0.5,0.0,0.49,0.31,CYT
734,PDC2_YEAST,0.51,0.46,0.57,0.25,0.5,0.0,0.53,0.22,CYT
735,DCP2_YEAST,0.49,0.45,0.46,0.18,0.5,0.0,0.49,0.31,CYT
736,DCP3_YEAST,0.52,0.46,0.51,0.18,0.5,0.0,0.5,0.22,CYT
737,CNA1_YEAST,0.55,0.59,0.52,0.1,0.5,0.0,0.53,0.22,CYT
738,CNA2_YEAST,0.39,0.58,0.5,0.1,0.5,0.0,0.51,0.25,CYT
739,PDI_YEAST,0.7,0.84,0.49,0.28,1.0,0.0,0.58,0.22,ERL
740,PDR1_YEAST,0.33,0.38,0.45,0.19,0.5,0.0,0.54,0.37,NUC
741,PDR3_YEAST,0.61,0.46,0.44,0.47,0.5,0.0,0.5,0.37,NUC
742,PDR5_YEAST,0.41,0.48,0.38,0.13,0.5,0.0,0.51,0.35,ME3
743,PDS1_YEAST,0.37,0.42,0.6,0.13,0.5,0.0,0.51,0.22,NUC
744,ODPX_YEAST,0.45,0.58,0.59,0.44,0.5,0.0,0.56,0.22,MIT
745,PEP1_YEAST,0.74,0.89,0.32,0.24,0.5,0.0,0.54,0.32,ME1
746,PE12_YEAST,0.28,0.46,0.26,0.18,0.5,0.0,0.39,0.22,VAC
747,PEP3_YEAST,0.51,0.46,0.49,0.21,0.5,0.0,0.55,0.22,VAC
748,CARP_YEAST,0.8,0.82,0.57,0.26,0.5,0.0,0.57,0.27,VAC
749,END1_YEAST,0.46,0.49,0.45,0.28,0.5,0.0,0.55,0.22,VAC
750,PEP8_YEAST,0.4,0.36,0.55,0.15,0.5,0.0,0.53,0.22,VAC
751,PES4_YEAST,0.67,0.46,0.58,0.3,0.5,0.0,0.57,0.27,NUC
752,PT11_YEAST,0.5,0.32,0.49,0.49,0.5,0.0,0.48,0.32,MIT
753,PT12_YEAST,0.45,0.53,0.47,0.43,0.5,0.0,0.5,0.27,MIT
754,PT17_YEAST,0.75,0.6,0.43,0.35,0.5,0.0,0.45,0.27,MIT
755,PT22_YEAST,0.56,0.68,0.52,0.39,0.5,0.0,0.36,0.22,MIT
756,RTPT_YEAST,0.48,0.45,0.59,0.35,0.5,0.0,0.55,0.3,MIT
757,PT27_YEAST,0.26,0.28,0.6,0.2,0.5,0.0,0.54,0.31,MIT
758,PT91_YEAST,0.59,0.45,0.58,0.21,0.5,0.0,0.49,0.22,MIT
759,PT09_YEAST,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,MIT
760,PT94_YEAST,0.59,0.58,0.47,0.61,0.5,0.0,0.44,0.3,MIT
761,PT54_YEAST,0.5,0.57,0.62,0.25,0.5,0.0,0.51,0.22,MIT
762,K6P1_YEAST,0.57,0.49,0.5,0.2,0.5,0.0,0.51,0.28,CYT
763,K6P2_YEAST,0.62,0.43,0.49,0.29,0.5,0.0,0.5,0.27,CYT
764,6P2K_YEAST,0.45,0.41,0.49,0.14,1.0,0.0,0.53,0.3,CYT
765,PROF_YEAST,0.47,0.49,0.6,0.15,0.5,0.0,0.38,0.22,CYT
766,PGD1_YEAST,0.41,0.48,0.54,0.24,0.5,0.0,0.37,0.51,NUC
767,G6PI_YEAST,0.46,0.46,0.53,0.23,0.5,0.0,0.51,0.22,CYT
768,PGK_YEAST,0.48,0.42,0.48,0.19,0.5,0.0,0.58,0.22,CYT
769,PGM1_YEAST,0.43,0.45,0.53,0.19,0.5,0.0,0.56,0.22,CYT
770,PGM2_YEAST,0.28,0.36,0.55,0.15,0.5,0.0,0.57,0.22,CYT
771,PHD1_YEAST,0.48,0.46,0.58,0.26,0.5,0.0,0.44,0.22,NUC
772,PPAB_YEAST,0.74,0.72,0.5,0.28,0.5,0.0,0.5,0.27,EXC
773,PPAC_YEAST,0.74,0.72,0.5,0.28,0.5,0.0,0.49,0.27,EXC
774,PNPP_YEAST,0.38,0.62,0.52,0.14,0.5,0.0,0.53,0.22,CYT
775,PPA3_YEAST,0.77,0.72,0.48,0.26,0.5,0.0,0.51,0.22,EXC
776,PHO4_YEAST,0.44,0.42,0.57,0.22,0.5,0.0,0.5,0.25,NUC
777,PPA5_YEAST,0.74,0.74,0.51,0.27,0.5,0.0,0.5,0.22,EXC
778,PPB_YEAST,0.39,0.81,0.35,0.28,0.5,0.0,0.51,0.45,ME3
779,PH80_YEAST,0.53,0.54,0.43,0.18,0.5,0.0,0.53,0.31,NUC
780,PH84_YEAST,0.38,0.45,0.37,0.19,0.5,0.0,0.52,0.3,ME3
781,PH85_YEAST,0.4,0.37,0.54,0.13,0.5,0.0,0.48,0.22,NUC
782,YCS7_YEAST,0.31,0.3,0.34,0.19,0.5,0.0,0.55,0.3,ME3
783,PHR_YEAST,0.5,0.42,0.57,0.49,0.5,0.0,0.48,0.27,NUC
784,PIF1_YEAST,0.59,0.61,0.51,0.62,0.5,0.0,0.51,0.38,MIT
785,PIK1_YEAST,0.45,0.4,0.43,0.22,0.5,0.0,0.51,0.48,NUC
786,LONM_YEAST,0.47,0.54,0.53,0.77,0.5,0.0,0.52,0.36,MIT
787,PIR1_YEAST,0.77,0.78,0.51,0.28,0.5,0.0,0.33,0.22,EXC
788,H150_YEAST,0.74,0.71,0.52,0.3,0.5,0.0,0.27,0.22,EXC
789,PIR3_YEAST,0.77,0.73,0.51,0.27,0.5,0.0,0.34,0.22,EXC
790,PIS_YEAST,0.47,0.61,0.5,0.23,0.5,0.0,0.49,0.22,ME3
791,PLB1_YEAST,0.78,0.69,0.44,0.26,0.5,0.0,0.54,0.22,ME1
792,ATH1_YEAST,0.49,0.6,0.3,0.34,0.5,0.0,0.5,0.43,ME3
793,ATH2_YEAST,0.27,0.56,0.3,0.14,0.5,0.0,0.52,0.39,ME3
794,ATC3_YEAST,0.4,0.39,0.33,0.17,0.5,0.0,0.51,0.31,VAC
795,MANA_YEAST,0.55,0.51,0.54,0.2,0.5,0.0,0.56,0.22,CYT
796,PMP1_YEAST,0.95,0.71,0.27,0.39,0.5,0.0,0.31,0.22,ME2
797,PMP2_YEAST,0.97,0.71,0.29,0.42,0.5,0.0,0.35,0.22,ME2
798,ATC1_YEAST,0.44,0.43,0.34,0.21,0.5,0.0,0.55,0.4,ME3
799,ATN1_YEAST,0.39,0.49,0.3,0.19,0.5,0.0,0.52,0.31,ME3
800,PMS1_YEAST,0.38,0.48,0.51,0.13,0.5,0.0,0.5,0.32,NUC
801,PMT1_YEAST,0.37,0.51,0.39,0.18,0.5,0.0,0.51,0.27,ME3
802,PMT2_YEAST,0.27,0.49,0.36,0.26,0.5,0.0,0.49,0.26,ME3
803,POB1_YEAST,0.49,0.48,0.52,0.2,0.5,0.0,0.55,0.22,NUC
804,DPOA_YEAST,0.36,0.39,0.54,0.16,0.5,0.0,0.5,0.28,NUC
805,DPO2_YEAST,0.54,0.53,0.48,0.14,0.5,0.0,0.49,0.33,NUC
806,DPOE_YEAST,0.37,0.48,0.5,0.26,0.5,0.0,0.52,0.39,NUC
807,DPOD_YEAST,0.25,0.39,0.5,0.23,0.5,0.0,0.5,0.28,NUC
808,PCNA_YEAST,0.49,0.71,0.54,0.13,0.5,0.0,0.58,0.22,NUC
809,DPO4_YEAST,0.56,0.5,0.56,0.26,0.5,0.0,0.53,0.27,NUC
810,P152_YEAST,0.41,0.53,0.41,0.15,0.5,0.0,0.54,0.25,NUC
811,POP2_YEAST,0.5,0.45,0.53,0.21,0.5,0.0,0.28,0.22,NUC
812,CAO_YEAST,0.46,0.37,0.48,0.36,0.5,0.0,0.48,0.22,POX
813,PPA1_YEAST,0.66,0.55,0.34,0.2,0.5,0.0,0.62,0.22,ME3
814,IPY2_YEAST,0.42,0.65,0.58,0.34,0.5,0.0,0.5,0.22,MIT
815,PPCK_YEAST,0.45,0.47,0.53,0.15,0.5,0.0,0.52,0.27,CYT
816,PPR1_YEAST,0.42,0.28,0.51,0.23,0.5,0.0,0.53,0.27,NUC
817,PPX1_YEAST,0.51,0.48,0.46,0.29,0.5,0.0,0.54,0.22,CYT
818,PRTB_YEAST,0.75,0.69,0.48,0.13,0.5,0.0,0.57,0.4,VAC
819,CBPY_YEAST,0.69,0.7,0.5,0.3,0.5,0.0,0.54,0.22,VAC
820,PRTD_YEAST,0.63,0.55,0.53,0.51,0.5,0.0,0.55,0.22,VAC
821,PRCG_YEAST,0.55,0.63,0.54,0.16,0.5,0.0,0.45,0.27,CYT
822,PRCE_YEAST,0.46,0.62,0.54,0.25,0.5,0.0,0.46,0.22,CYT
823,PRCD_YEAST,0.53,0.59,0.48,0.14,0.5,0.0,0.51,0.22,CYT
824,PRCH_YEAST,0.42,0.53,0.57,0.17,0.5,0.0,0.49,0.22,CYT
825,PRC2_YEAST,0.52,0.46,0.56,0.2,0.5,0.0,0.5,0.22,CYT
826,PRC6_YEAST,0.53,0.43,0.57,0.24,0.5,0.0,0.39,0.28,CYT
827,PRI1_YEAST,0.33,0.35,0.56,0.19,0.5,0.0,0.5,0.22,NUC
828,PRI2_YEAST,0.45,0.48,0.56,0.56,0.5,0.0,0.47,0.22,NUC
829,PROB_YEAST,0.56,0.48,0.5,0.17,0.5,0.0,0.51,0.26,CYT
830,PROC_YEAST,0.77,0.57,0.45,0.17,0.5,0.0,0.53,0.22,CYT
831,PR16_YEAST,0.56,0.59,0.54,0.18,0.5,0.0,0.48,0.46,NUC
832,PR18_YEAST,0.33,0.39,0.52,0.09,0.5,0.0,0.47,0.28,NUC
833,PR19_YEAST,0.48,0.41,0.54,0.39,0.5,0.0,0.51,0.22,NUC
834,PR02_YEAST,0.3,0.3,0.46,0.32,0.5,0.0,0.45,0.22,NUC
835,PR21_YEAST,0.38,0.26,0.6,0.1,0.5,0.0,0.48,0.44,NUC
836,PR22_YEAST,0.68,0.39,0.5,0.15,0.5,0.0,0.48,0.37,NUC
837,PR28_YEAST,0.62,0.41,0.52,0.17,0.5,0.0,0.48,0.22,NUC
838,PR38_YEAST,0.52,0.37,0.48,0.13,0.5,0.0,0.55,0.22,NUC
839,PR39_YEAST,0.32,0.48,0.49,0.17,0.5,0.0,0.47,0.22,NUC
840,PR04_YEAST,0.34,0.35,0.58,0.2,0.5,0.0,0.46,0.32,NUC
841,PR05_YEAST,0.33,0.21,0.53,0.15,1.0,0.0,0.52,0.5,NUC
842,PR06_YEAST,0.49,0.45,0.57,0.24,0.5,0.0,0.47,0.38,NUC
843,PR08_YEAST,0.4,0.28,0.48,0.06,0.5,0.0,0.49,0.42,NUC
844,PR09_YEAST,0.51,0.39,0.56,0.25,0.5,0.0,0.51,0.33,NUC
845,PRC8_YEAST,0.45,0.45,0.52,0.17,0.5,0.0,0.54,0.22,CYT
846,PRC5_YEAST,0.28,0.51,0.55,0.19,0.5,0.0,0.57,0.22,CYT
847,PRC3_YEAST,0.51,0.51,0.56,0.28,0.5,0.0,0.54,0.27,CYT
848,PRC9_YEAST,0.48,0.56,0.49,0.32,0.5,0.0,0.5,0.22,CYT
849,PRT1_YEAST,0.59,0.46,0.48,0.46,0.5,0.0,0.49,0.22,CYT
850,DPSD_YEAST,0.51,0.46,0.4,0.65,0.5,0.0,0.49,0.22,MIT
851,SNM1_YEAST,0.37,0.44,0.51,0.56,0.5,0.0,0.5,0.38,NUC
852,PTM1_YEAST,0.81,0.55,0.35,0.34,0.5,0.0,0.51,0.22,ME2
853,PTP1_YEAST,0.53,0.45,0.53,0.18,0.5,0.0,0.42,0.22,CYT
854,PTP2_YEAST,0.45,0.27,0.5,0.33,0.5,0.0,0.53,0.26,CYT
855,PTR2_YEAST,0.36,0.33,0.38,0.15,0.5,0.0,0.55,0.36,ME3
856,PUB1_YEAST,0.48,0.5,0.56,0.11,0.5,0.0,0.33,0.22,CYT
857,PRCF_YEAST,0.35,0.47,0.53,0.19,0.5,0.0,0.48,0.22,CYT
858,PRCZ_YEAST,0.48,0.48,0.56,0.18,0.5,0.0,0.58,0.22,CYT
859,PUT1_YEAST,0.6,0.59,0.47,0.47,0.5,0.0,0.53,0.22,MIT
860,PUT2_YEAST,0.45,0.53,0.51,0.42,0.5,0.0,0.52,0.22,MIT
861,PUT3_YEAST,0.29,0.4,0.41,0.48,0.5,0.0,0.53,0.3,NUC
862,PUT4_YEAST,0.58,0.53,0.33,0.26,0.5,0.0,0.51,0.22,ME3
863,PYC1_YEAST,0.46,0.43,0.5,0.24,0.5,0.0,0.48,0.31,CYT
864,PYC2_YEAST,0.43,0.46,0.5,0.21,0.5,0.0,0.49,0.34,CYT
865,KPYK_YEAST,0.61,0.55,0.51,0.26,0.5,0.0,0.52,0.22,CYT
866,UCRX_YEAST,0.5,0.62,0.52,0.3,0.5,0.0,0.56,0.22,MIT
867,UCR2_YEAST,0.49,0.45,0.54,0.4,0.5,0.0,0.55,0.22,MIT
868,UCR6_YEAST,0.64,0.53,0.59,0.14,0.5,0.0,0.53,0.22,MIT
869,UCRQ_YEAST,0.57,0.6,0.54,0.17,0.5,0.0,0.52,0.22,MIT
870,UCR8_YEAST,0.38,0.31,0.59,0.19,0.5,0.0,0.46,0.22,MIT
871,UCR9_YEAST,0.68,0.53,0.44,0.31,0.5,0.0,0.51,0.22,MIT
872,RAD1_YEAST,0.24,0.41,0.47,0.16,0.5,0.0,0.51,0.38,NUC
873,RA10_YEAST,0.61,0.39,0.53,0.14,0.5,0.0,0.43,0.26,NUC
874,RA14_YEAST,0.39,0.16,0.59,0.08,0.5,0.0,0.51,0.27,NUC
875,RA16_YEAST,0.33,0.28,0.5,0.4,0.5,0.0,0.46,0.61,NUC
